SUMMARY 01/29/2011  $-5744.80    46
        BUY     06/26/2004  $-75.27
        SELL    06/26/2004  $58.38
        BUY     06/27/2004  $-26.82
        SELL    06/27/2004  $31.71
        BUY     06/27/2004  $-97.96
        BUY     06/27/2004  $-11.69
        BUY     06/27/2004  $-5.07
        SELL    06/27/2004  $34.77
        BUY     06/27/2004  $-10.48
        BUY     06/27/2004  $-46.70
        BUY     06/27/2004  $-67.00
        BUY     06/27/2004  $-29.27
        BUY     06/27/2004  $-28.46
        BUY     06/27/2004  $-46.86
        BUY     06/27/2004  $-76.99
        BUY     06/27/2004  $-48.28
        BUY     06/28/2004  $-40.43
        BUY     06/28/2004  $-37.62
        BUY     06/28/2004  $-17.00
        BUY     06/28/2004  $-54.13
        BUY     06/28/2004  $-68.13
        BUY     06/28/2004  $-51.74
        SELL    06/28/2004  $93.05
        SELL    06/28/2004  $85.69
        SELL    06/28/2004  $14.86
      BUY     06/29/2004  $-55.39
      BUY     06/29/2004  $-60.96
      SELL    06/29/2004  $48.45
      SUMMARY 07/03/2004  $-19.21    34
        BUY     06/29/2004  $-48.99
        BUY     06/29/2004  $-64.20
        BUY     06/29/2004  $-25.13
        BUY     06/29/2004  $-82.61
        SELL    06/29/2004  $59.94
        SELL    06/30/2004  $92.21
        BUY     06/30/2004  $-91.85
        SUMMARY 07/01/2004  $58.75    14
          SELL    06/30/2004  $19.21
          SELL    06/30/2004  $97.99
          BUY     06/30/2004  $-39.06
          BUY     06/30/2004  $-16.04
          SELL    06/30/2004  $62.95
          SELL    06/30/2004  $8.18
          SELL    06/30/2004  $21.02
          SELL    06/30/2004  $55.71
          BUY     06/30/2004  $-44.44
          BUY     06/30/2004  $-52.33
          BUY     07/01/2004  $-32.01
          SELL    07/01/2004  $11.25
          SELL    07/01/2004  $21.36
          BUY     07/01/2004  $-55.04
        SELL    07/01/2004  $38.90
        BUY     07/01/2004  $-59.55
        SELL    07/01/2004  $34.62
        SELL    07/01/2004  $22.43
        SELL    07/01/2004  $16.54
        BUY     07/01/2004  $-31.80
        SELL    07/01/2004  $77.26
        BUY     07/02/2004  $-54.62
        BUY     07/02/2004  $-66.30
        SELL    07/02/2004  $81.44
        SELL    07/02/2004  $2.46
        BUY     07/02/2004  $-14.81
        SELL    07/02/2004  $21.15
        SELL    07/02/2004  $20.10
        SELL    07/02/2004  $31.60
        SELL    07/02/2004  $80.29
        BUY     07/02/2004  $-59.56
        BUY     07/03/2004  $-73.42
        BUY     07/03/2004  $-86.52
        BUY     07/03/2004  $-28.13
        SELL    07/03/2004  $98.06
        SELL    07/03/2004  $78.86
        BUY     07/03/2004  $-68.17
        BUY     07/03/2004  $-2.70
        BUY     07/03/2004  $-12.60
        SELL    07/03/2004  $37.14
      BUY     07/03/2004  $-4.09
      SELL    07/04/2004  $30.79
      BUY     07/04/2004  $-99.37
      SELL    07/04/2004  $69.28
      SELL    07/04/2004  $6.76
      BUY     07/04/2004  $-92.14
      SELL    07/04/2004  $41.78
      BUY     07/04/2004  $-88.12
      BUY     07/04/2004  $-18.48
      SELL    07/04/2004  $1.30
      SELL    07/04/2004  $99.11
      BUY     07/04/2004  $-12.29
      SELL    07/04/2004  $70.06
      SELL    07/04/2004  $16.59
      SELL    07/05/2004  $4.25
      SELL    07/05/2004  $22.75
      SELL    07/05/2004  $70.58
      SELL    07/05/2004  $53.79
      SELL    07/05/2004  $40.04
      SELL    07/05/2004  $36.98
      BUY     07/05/2004  $-51.20
      SELL    07/05/2004  $32.53
      BUY     07/05/2004  $-53.36
      BUY     07/05/2004  $-14.22
      SELL    07/05/2004  $99.93
      BUY     07/05/2004  $-41.43
      SELL    07/06/2004  $11.25
      SUMMARY 07/17/2004  $23.18    45
        BUY     07/06/2004  $-31.02
        BUY     07/06/2004  $-86.69
        SELL    07/06/2004  $98.09
        SELL    07/06/2004  $90.36
        SELL    07/06/2004  $89.70
        SUMMARY 07/10/2004  $-120.23    33
          SELL    07/06/2004  $35.20
          BUY     07/06/2004  $-84.78
          SUMMARY 07/08/2004  $19.90    16
            SELL    07/06/2004  $87.39
            BUY     07/07/2004  $-65.42
            SELL    07/07/2004  $11.43
            BUY     07/07/2004  $-88.40
            SELL    07/07/2004  $14.39
            SELL    07/07/2004  $76.87
            BUY     07/07/2004  $-16.73
            BUY     07/07/2004  $-91.57
            BUY     07/07/2004  $-54.17
            BUY     07/07/2004  $-84.35
            SELL    07/07/2004  $62.24
            SELL    07/07/2004  $57.90
            SELL    07/07/2004  $66.35
            SELL    07/07/2004  $26.42
            SELL    07/08/2004  $69.83
            BUY     07/08/2004  $-52.28
          SELL    07/08/2004  $24.63
          BUY     07/08/2004  $-56.08
          BUY     07/08/2004  $-46.66
          BUY     07/08/2004  $-55.43
          SELL    07/08/2004  $94.03
          BUY     07/08/2004  $-44.89
          BUY     07/08/2004  $-60.07
          SELL    07/08/2004  $75.44
          BUY     07/08/2004  $-66.51
          SELL    07/09/2004  $5.73
          BUY     07/09/2004  $-11.40
          SELL    07/09/2004  $84.67
          BUY     07/09/2004  $-4.46
          BUY     07/09/2004  $-19.16
          SELL    07/09/2004  $77.19
          SELL    07/09/2004  $92.78
          BUY     07/09/2004  $-69.75
          SELL    07/09/2004  $75.94
          BUY     07/09/2004  $-41.91
          BUY     07/09/2004  $-71.29
          SELL    07/10/2004  $28.99
          BUY     07/10/2004  $-21.31
          SELL    07/10/2004  $96.38
          BUY     07/10/2004  $-18.38
          SELL    07/10/2004  $68.57
          BUY     07/10/2004  $-50.55
          BUY     07/10/2004  $-56.47
          BUY     07/10/2004  $-89.92
          BUY     07/10/2004  $-45.53
          SELL    07/10/2004  $14.87
        SELL    07/10/2004  $67.61
        SELL    07/10/2004  $73.98
        SELL    07/10/2004  $30.70
        SELL    07/10/2004  $43.18
        BUY     07/11/2004  $-69.54
        BUY     07/11/2004  $-14.73
        SELL    07/11/2004  $82.76
        BUY     07/11/2004  $-60.18
        BUY     07/11/2004  $-34.54
        SELL    07/11/2004  $94.65
        BUY     07/11/2004  $-51.50
        SUMMARY 07/15/2004  $-266.72    43
          SELL    07/11/2004  $13.21
          BUY     07/11/2004  $-6.95
          SELL    07/11/2004  $81.89
          SELL    07/11/2004  $52.22
          BUY     07/12/2004  $-31.69
          SELL    07/12/2004  $7.93
          BUY     07/12/2004  $-66.68
          BUY     07/12/2004  $-71.63
          SELL    07/12/2004  $22.18
          BUY     07/12/2004  $-23.16
          SELL    07/12/2004  $27.58
          BUY     07/12/2004  $-73.56
          BUY     07/12/2004  $-46.94
          SELL    07/12/2004  $28.23
          SELL    07/12/2004  $6.24
          SELL    07/12/2004  $82.68
          BUY     07/12/2004  $-16.73
          SELL    07/13/2004  $73.03
          BUY     07/13/2004  $-39.18
          BUY     07/13/2004  $-93.26
          SELL    07/13/2004  $69.39
          SELL    07/13/2004  $53.04
          SELL    07/13/2004  $60.40
          SELL    07/13/2004  $88.24
          BUY     07/13/2004  $-52.83
          BUY     07/13/2004  $-24.09
          BUY     07/13/2004  $-91.60
          BUY     07/13/2004  $-78.10
          BUY     07/13/2004  $-88.76
          SELL    07/13/2004  $19.62
          SELL    07/13/2004  $30.64
          BUY     07/14/2004  $-19.26
          SELL    07/14/2004  $56.97
          BUY     07/14/2004  $-18.54
          SELL    07/14/2004  $34.13
          SELL    07/14/2004  $0.15
          BUY     07/14/2004  $-16.18
          BUY     07/14/2004  $-82.02
          BUY     07/14/2004  $-80.00
          SELL    07/14/2004  $20.91
          SELL    07/14/2004  $30.54
          BUY     07/14/2004  $-61.01
          BUY     07/14/2004  $-43.77
        SELL    07/15/2004  $85.35
        BUY     07/15/2004  $-98.60
        BUY     07/15/2004  $-6.71
        SELL    07/15/2004  $51.42
        SELL    07/15/2004  $80.93
        SELL    07/15/2004  $44.75
        SELL    07/15/2004  $29.97
        BUY     07/15/2004  $-92.91
        BUY     07/15/2004  $-8.82
        BUY     07/15/2004  $-95.75
        BUY     07/15/2004  $-1.73
        BUY     07/15/2004  $-9.85
        BUY     07/15/2004  $-5.59
        SELL    07/16/2004  $47.43
        SELL    07/16/2004  $99.51
        BUY     07/16/2004  $-59.08
        BUY     07/16/2004  $-26.80
        BUY     07/16/2004  $-12.83
        BUY     07/16/2004  $-5.54
        SELL    07/16/2004  $94.82
        BUY     07/16/2004  $-50.20
        BUY     07/16/2004  $-70.39
        BUY     07/16/2004  $-18.67
        SELL    07/17/2004  $87.69
        BUY     07/17/2004  $-83.54
        SELL    07/17/2004  $82.46
        SELL    07/17/2004  $29.98
      BUY     07/17/2004  $-29.45
      BUY     07/17/2004  $-49.13
      SELL    07/17/2004  $50.83
      BUY     07/17/2004  $-6.33
      SELL    07/17/2004  $52.87
      SELL    07/17/2004  $79.19
      BUY     07/18/2004  $-72.29
      BUY     07/18/2004  $-2.17
      SELL    07/18/2004  $47.08
      BUY     07/18/2004  $-22.15
      SELL    07/18/2004  $53.13
      BUY     07/18/2004  $-25.94
      BUY     07/18/2004  $-23.33
      SELL    07/18/2004  $69.24
      BUY     07/18/2004  $-80.53
      SELL    07/18/2004  $47.10
      BUY     07/18/2004  $-76.13
      SELL    07/18/2004  $61.13
      SELL    07/18/2004  $45.41
      SELL    07/19/2004  $67.95
      BUY     07/19/2004  $-49.24
      SELL    07/19/2004  $0.75
      SELL    07/19/2004  $15.31
      BUY     07/19/2004  $-65.35
      BUY     07/19/2004  $-89.86
      BUY     07/19/2004  $-96.49
      SELL    07/19/2004  $35.90
      BUY     07/19/2004  $-20.97
      BUY     07/19/2004  $-85.79
      SELL    07/19/2004  $88.77
      SELL    07/20/2004  $35.57
      BUY     07/20/2004  $-33.80
    SUMMARY 08/12/2004  $647.56    57
      BUY     07/20/2004  $-24.25
      SUMMARY 07/26/2004  $192.42    47
        BUY     07/20/2004  $-1.51
        SUMMARY 07/22/2004  $74.22    20
          BUY     07/20/2004  $-16.18
          BUY     07/20/2004  $-25.48
          SELL    07/20/2004  $96.23
          SELL    07/20/2004  $94.64
          BUY     07/20/2004  $-86.33
          BUY     07/20/2004  $-30.08
          SELL    07/20/2004  $44.55
          BUY     07/21/2004  $-1.47
          SELL    07/21/2004  $27.95
          BUY     07/21/2004  $-65.96
          SELL    07/21/2004  $72.21
          BUY     07/21/2004  $-68.19
          BUY     07/21/2004  $-30.28
          SELL    07/21/2004  $20.64
          SELL    07/21/2004  $47.00
          SELL    07/21/2004  $3.66
          BUY     07/21/2004  $-72.41
          SELL    07/21/2004  $28.80
          BUY     07/21/2004  $-20.79
          SELL    07/21/2004  $55.71
        SELL    07/22/2004  $92.65
        BUY     07/22/2004  $-26.10
        SELL    07/22/2004  $53.98
        BUY     07/22/2004  $-48.35
        BUY     07/22/2004  $-46.72
        BUY     07/22/2004  $-7.32
        SELL    07/22/2004  $56.20
        SELL    07/22/2004  $62.85
        SELL    07/22/2004  $29.13
        SELL    07/22/2004  $73.40
        SELL    07/23/2004  $2.46
        SELL    07/23/2004  $44.34
        BUY     07/23/2004  $-21.73
        BUY     07/23/2004  $-98.78
        BUY     07/23/2004  $-79.57
        SELL    07/23/2004  $50.74
        BUY     07/23/2004  $-37.08
        SELL    07/23/2004  $95.70
        SELL    07/23/2004  $39.47
        SELL    07/23/2004  $23.00
        BUY     07/23/2004  $-44.75
        BUY     07/23/2004  $-17.54
        SELL    07/24/2004  $1.48
        BUY     07/24/2004  $-60.36
        SELL    07/24/2004  $41.02
        SELL    07/24/2004  $42.51
        SELL    07/24/2004  $50.87
        SELL    07/24/2004  $93.11
        BUY     07/24/2004  $-63.48
        BUY     07/24/2004  $-93.29
        SELL    07/24/2004  $92.45
        BUY     07/24/2004  $-77.47
        BUY     07/24/2004  $-85.44
        BUY     07/25/2004  $-0.76
        BUY     07/25/2004  $-99.34
        BUY     07/25/2004  $-66.50
        BUY     07/25/2004  $-10.59
        SELL    07/25/2004  $43.51
        BUY     07/25/2004  $-6.48
        SELL    07/25/2004  $45.10
        SELL    07/25/2004  $76.76
        BUY     07/25/2004  $-6.70
        BUY     07/25/2004  $-59.69
        SELL    07/26/2004  $41.39
        SELL    07/26/2004  $25.63
      SELL    07/26/2004  $84.68
      BUY     07/26/2004  $-99.14
      BUY     07/26/2004  $-20.45
      BUY     07/26/2004  $-57.96
      SELL    07/26/2004  $31.17
      SELL    07/26/2004  $4.64
      BUY     07/26/2004  $-70.24
      BUY     07/26/2004  $-81.25
      SELL    07/26/2004  $37.65
      BUY     07/26/2004  $-47.33
      SELL    07/27/2004  $0.69
      SELL    07/27/2004  $18.33
      SUMMARY 07/28/2004  $265.48    19
        BUY     07/27/2004  $-44.20
        SELL    07/27/2004  $52.79
        BUY     07/27/2004  $-16.49
        BUY     07/27/2004  $-98.48
        BUY     07/27/2004  $-11.80
        SELL    07/27/2004  $68.11
        BUY     07/27/2004  $-75.07
        BUY     07/27/2004  $-9.20
        BUY     07/27/2004  $-23.61
        BUY     07/27/2004  $-93.78
        SELL    07/27/2004  $56.36
        BUY     07/28/2004  $-35.01
        SELL    07/28/2004  $97.93
        SELL    07/28/2004  $95.99
        SELL    07/28/2004  $78.79
        SELL    07/28/2004  $51.42
        SELL    07/28/2004  $62.93
        SELL    07/28/2004  $47.27
        SELL    07/28/2004  $61.53
      SELL    07/28/2004  $82.52
      BUY     07/28/2004  $-91.45
      SELL    07/28/2004  $69.47
      BUY     07/28/2004  $-97.60
      SELL    07/28/2004  $85.22
      SELL    07/29/2004  $86.98
      SUMMARY 08/01/2004  $11.76    15
        SELL    07/29/2004  $43.86
        BUY     07/29/2004  $-71.36
        SELL    07/29/2004  $24.47
        SELL    07/29/2004  $29.50
        BUY     07/29/2004  $-68.96
        SELL    07/29/2004  $94.45
        SELL    07/29/2004  $72.11
        SELL    07/29/2004  $75.90
        BUY     07/29/2004  $-0.70
        BUY     07/29/2004  $-0.42
        SELL    07/29/2004  $26.55
        SELL    07/29/2004  $8.37
        SUMMARY 08/01/2004  $-385.15    28
          SELL    07/29/2004  $82.36
          BUY     07/30/2004  $-97.70
          BUY     07/30/2004  $-17.57
          SELL    07/30/2004  $50.90
          BUY     07/30/2004  $-61.42
          SELL    07/30/2004  $89.49
          SELL    07/30/2004  $22.66
          BUY     07/30/2004  $-10.34
          BUY     07/30/2004  $-24.43
          BUY     07/30/2004  $-89.87
          SELL    07/30/2004  $66.38
          SELL    07/30/2004  $22.72
          BUY     07/30/2004  $-74.10
          SELL    07/31/2004  $45.57
          BUY     07/31/2004  $-38.55
          BUY     07/31/2004  $-93.35
          BUY     07/31/2004  $-59.08
          BUY     07/31/2004  $-20.64
          SELL    07/31/2004  $32.11
          BUY     07/31/2004  $-7.55
          BUY     07/31/2004  $-49.35
          BUY     07/31/2004  $-86.99
          SELL    07/31/2004  $12.61
          SELL    07/31/2004  $35.01
          BUY     08/01/2004  $-45.42
          BUY     08/01/2004  $-41.02
          BUY     08/01/2004  $-38.60
          SELL    08/01/2004  $11.02
        SELL    08/01/2004  $69.27
        SELL    08/01/2004  $93.87
      BUY     08/01/2004  $-2.57
      SELL    08/01/2004  $96.21
      SELL    08/01/2004  $15.15
      BUY     08/02/2004  $-33.66
